Order_id,order_date,order_time,location,channel,customer_id,customer_type,product_category,product,quantity,unit_price,discount,revenue,food_cost,gross_profit,payment_method,table_number,table_size,booking,server_id,wait_time_minute,customer_rating,weather,day_of_week,month
O0100047-2,2025-05-01,19:58:00,Norwich Riverside,Dine-in,C11277,New,desserts,Crema Catalana,1,6.5,0.0,6.5,1.43,5.07,Card,12.0,4.0,No,S003,8,4.4,Rain,Thursday,May
O0100047-3,2025-05-01,19:58:00,Norwich Riverside,Dine-in,C11277,New,mains,Chicken & Chorizo Paella,1,19.5,0.1,17.55,5.65,11.9,Online,6.0,4.0,No,S003,20,4.6,Rain,Thursday,May
O0100047-4,2025-05-01,19:58:00,Norwich Riverside,Dine-in,C11277,New,desserts,Churros,1,6.0,0.0,6.0,1.2,4.8,Contactless,13.0,4.0,No,S004,31,4.3,Rain,Thursday,May
O0100048,2025-05-01,22:18:00,Norwich Riverside,Dine-in,C17617,New,drinks,Coffee,1,3.0,0.0,3.0,0.45,2.55,Online,3.0,4.0,Yes,S006,15,4.8,Rain,Thursday,May
O0100049,2025-05-02,21:07:00,Norwich Riverside,Dine-in,C17077,Loyal,drinks,Spanish Lager,1,5.5,0.05,5.22,1.32,3.9,Contactless,29.0,4.0,No,S005,19,5.0,Sunny,Friday,May
O0100049-2,2025-05-02,21:07:00,Norwich Riverside,Dine-in,C17077,Loyal,tapas,Croquetas,1,8.5,0.0,8.5,2.38,6.12,Online,6.0,2.0,Yes,S003,20,3.9,Sunny,Friday,May
O0100049-3,2025-05-02,21:07:00,Norwich Riverside,Dine-in,C17077,Loyal,tapas,Patatas Bravas,1,7.5,0.0,7.5,1.88,5.62,Online,2.0,8.0,Yes,S001,16,4.6,Sunny,Friday,May
O0100049-4,2025-05-02,21:07:00,Norwich Riverside,Dine-in,C17077,Loyal,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Contactless,28.0,2.0,No,S001,19,4.6,Sunny,Friday,May
O0100049-5,2025-05-02,21:07:00,Norwich Riverside,Dine-in,C17077,Loyal,mains,Vegetable Paella,1,17.5,0.0,17.5,4.73,12.77,Card,25.0,6.0,No,S003,26,3.9,Sunny,Friday,May
O0100050,2025-05-02,21:26:00,Norwich Riverside,Dine-in,C11236,New,desserts,Churros,1,6.0,0.0,6.0,1.2,4.8,Card,25.0,4.0,Yes,S002,16,4.0,Sunny,Friday,May
O0100050-2,2025-05-02,21:26:00,Norwich Riverside,Dine-in,C11236,New,tapas,Spanish Omelette,1,7.0,0.0,7.0,1.68,5.32,Card,16.0,8.0,No,S005,24,4.0,Sunny,Friday,May
O0100051,2025-05-30,14:35:00,Norwich City Centre,Dine-in,C15978,Returning,tapas,Garlic Prawns,1,10.5,0.05,9.97,3.47,6.5,Contactless,22.0,4.0,Yes,S004,17,5.0,Sunny,Friday,May
O0100051-2,2026-05-15,14:35:00,Norwich City Centre,Dine-in,C15978,Returning,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Contactless,20.0,8.0,Yes,S001,20,4.7,Sunny,Friday,May
O0100051-3,2025-05-23,14:35:00,Norwich City Centre,Dine-in,C15978,Returning,tapas,Spanish Omelette,1,7.0,0.05,6.65,1.68,4.97,Card,11.0,2.0,No,S001,5,4.4,Sunny,Friday,May
O0100051-4,2025-05-02,14:35:00,Norwich City Centre,Dine-in,C15978,Returning,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Contactless,29.0,2.0,Yes,S002,21,4.4,Sunny,Friday,May
O0100052,2026-05-15,19:42:00,Norwich City Centre,Dine-in,C18021,New,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Contactless,25.0,2.0,No,S005,19,3.9,Sunny,Friday,May
O0100052-2,2026-05-08,19:42:00,Norwich City Centre,Dine-in,C18021,New,tapas,Croquetas,1,8.5,0.0,8.5,2.38,6.12,Contactless,25.0,2.0,Yes,S002,20,3.4,Sunny,Friday,May
O0100053,2025-05-09,19:18:00,Norwich City Centre,Dine-in,C17009,Returning,desserts,Crema Catalana,2,6.5,0.0,13.0,2.86,10.14,Online,19.0,6.0,No,S004,5,4.4,Sunny,Friday,May
O0100053-2,2025-05-02,19:18:00,Norwich City Centre,Dine-in,C17009,Returning,drinks,Spanish Lager,1,5.5,0.0,5.5,1.32,4.18,Contactless,14.0,4.0,No,S004,21,4.4,Sunny,Friday,May
O0100054,2026-05-01,21:50:00,Norwich City Centre,Dine-in,C10686,Loyal,drinks,Coffee,1,3.0,0.0,3.0,0.45,2.55,Card,23.0,4.0,No,S002,7,4.1,Sunny,Friday,May
O0100054-2,2026-05-22,21:50:00,Norwich City Centre,Dine-in,C10686,Loyal,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Card,6.0,6.0,Yes,S005,9,4.2,Sunny,Friday,May
O0100054-3,2025-05-09,21:50:00,Norwich City Centre,Dine-in,C10686,Loyal,drinks,House Sangria,1,8.0,0.1,7.2,1.6,5.6,Online,24.0,4.0,No,S001,12,4.2,Sunny,Friday,May
O0100054-4,2026-05-22,21:50:00,Norwich City Centre,Dine-in,C10686,Loyal,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Online,13.0,2.0,No,S006,20,4.3,Sunny,Friday,May
O0100055,2025-05-16,22:12:00,Norwich City Centre,Dine-in,C18828,New,drinks,House Sangria,1,8.0,0.0,8.0,1.6,6.4,Cash,11.0,2.0,Yes,S005,12,4.2,Sunny,Friday,May
O0100055-2,2025-05-30,22:12:00,Norwich City Centre,Dine-in,C18828,New,drinks,Soft Drink,2,3.2,0.15,5.44,1.15,4.29,Contactless,20.0,2.0,Yes,S001,19,5.0,Sunny,Friday,May
O0100055-3,2025-05-23,22:12:00,Norwich City Centre,Dine-in,C18828,New,mains,Black Rice with Squid,1,21.0,0.0,21.0,6.3,14.7,Online,4.0,2.0,Yes,S002,21,4.4,Sunny,Friday,May
O0100056,2025-05-02,18:07:00,Norwich Riverside,Dine-in,C12547,New,tapas,Garlic Prawns,2,10.5,0.0,21.0,6.93,14.07,Card,7.0,2.0,Yes,S003,18,4.7,Sunny,Friday,May
O0100056-2,2025-05-02,18:07:00,Norwich Riverside,Dine-in,C12547,New,drinks,Coffee,3,3.0,0.0,9.0,1.35,7.65,Card,16.0,6.0,Yes,S001,13,4.5,Sunny,Friday,May
O0100056-3,2025-05-02,18:07:00,Norwich Riverside,Dine-in,C12547,New,drinks,House Sangria,2,8.0,0.0,16.0,3.2,12.8,Contactless,29.0,6.0,No,S004,9,4.7,Sunny,Friday,May
O0100056-4,2025-05-02,18:07:00,Norwich Riverside,Dine-in,C12547,New,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Online,10.0,4.0,No,S004,16,4.1,Sunny,Friday,May
O0100056-5,2025-05-02,18:07:00,Norwich Riverside,Dine-in,C12547,New,mains,Black Rice with Squid,1,21.0,0.0,21.0,6.3,14.7,Contactless,23.0,4.0,Yes,S005,20,3.6,Sunny,Friday,May
O0100057,2025-05-02,20:55:00,Norwich Riverside,Dine-in,C16592,Loyal,tapas,Croquetas,2,8.5,0.0,17.0,4.76,12.24,Contactless,16.0,2.0,No,S005,18,4.5,Sunny,Friday,May
O0100058,2026-05-22,20:56:00,Norwich City Centre,Dine-in,C18295,New,desserts,Crema Catalana,1,6.5,0.0,6.5,1.43,5.07,Online,17.0,2.0,No,S006,19,4.3,Sunny,Friday,May
O0100058-2,2026-05-01,20:56:00,Norwich City Centre,Dine-in,C18295,New,desserts,Crema Catalana,1,6.5,0.1,5.85,1.43,4.42,Card,7.0,6.0,Yes,S005,20,4.1,Sunny,Friday,May
O0100059,2026-05-29,22:26:00,Norwich City Centre,Dine-in,C17099,Returning,tapas,Patatas Bravas,1,7.5,0.0,7.5,1.88,5.62,Contactless,15.0,2.0,No,S001,14,3.4,Sunny,Friday,May
O0100059-2,2025-05-16,22:26:00,Norwich City Centre,Dine-in,C17099,Returning,drinks,House Sangria,3,8.0,0.1,21.6,4.8,16.8,Card,25.0,2.0,Yes,S002,24,3.7,Sunny,Friday,May
O0100059-3,2025-05-16,22:26:00,Norwich City Centre,Dine-in,C17099,Returning,drinks,House Sangria,1,8.0,0.05,7.6,1.6,6.0,Contactless,3.0,4.0,No,S003,18,4.3,Sunny,Friday,May
O0100059-4,2025-05-02,22:26:00,Norwich City Centre,Dine-in,C17099,Returning,desserts,Churros,1,6.0,0.0,6.0,1.2,4.8,Card,6.0,2.0,No,S003,18,4.2,Sunny,Friday,May
O0100060,2025-05-02,20:38:00,Norwich Riverside,Dine-in,C18563,New,mains,Black Rice with Squid,1,21.0,0.0,21.0,6.3,14.7,Contactless,7.0,6.0,Yes,S002,14,4.9,Sunny,Friday,May
O0100060-2,2025-05-02,20:38:00,Norwich Riverside,Dine-in,C18563,New,tapas,Spanish Omelette,1,7.0,0.0,7.0,1.68,5.32,Card,10.0,4.0,No,S005,11,4.0,Sunny,Friday,May
O0100060-3,2025-05-02,20:38:00,Norwich Riverside,Dine-in,C18563,New,mains,Black Rice with Squid,1,21.0,0.0,21.0,6.3,14.7,Contactless,7.0,4.0,Yes,S006,16,4.2,Sunny,Friday,May
O0100060-4,2025-05-02,20:38:00,Norwich Riverside,Dine-in,C18563,New,tapas,Croquetas,1,8.5,0.1,7.65,2.38,5.27,Contactless,28.0,4.0,No,S003,26,4.6,Sunny,Friday,May
O0100061,2026-05-22,15:29:00,Norwich City Centre,Delivery,C15573,Loyal,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Cash,,,No,S003,5,4.5,Sunny,Friday,May
O0100061-2,2026-05-29,15:29:00,Norwich City Centre,Delivery,C15573,Loyal,desserts,Basque Cheesecake,1,7.0,0.0,7.0,1.75,5.25,Card,,,No,S003,13,4.2,Sunny,Friday,May
O0100061-3,2025-05-16,15:29:00,Norwich City Centre,Delivery,C15573,Loyal,mains,Vegetable Paella,1,17.5,0.0,17.5,4.73,12.77,Card,,,No,S002,11,4.5,Sunny,Friday,May
O0100062,2026-05-29,21:29:00,Norwich City Centre,Takeaway,C18496,Loyal,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Online,,,No,S002,11,4.7,Sunny,Friday,May
O0100062-2,2026-05-29,21:29:00,Norwich City Centre,Takeaway,C18496,Loyal,tapas,Croquetas,2,8.5,0.1,15.3,4.76,10.54,Online,,,No,S004,20,4.6,Sunny,Friday,May
O0100063,2025-05-30,22:26:00,Norwich City Centre,Dine-in,C19849,Loyal,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Contactless,10.0,4.0,No,S005,19,4.2,Sunny,Friday,May
O0100063-2,2026-05-08,22:26:00,Norwich City Centre,Dine-in,C19849,Loyal,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Contactless,13.0,6.0,Yes,S002,5,4.5,Sunny,Friday,May
O0100063-3,2026-05-08,22:26:00,Norwich City Centre,Dine-in,C19849,Loyal,mains,Black Rice with Squid,1,21.0,0.0,21.0,6.3,14.7,Contactless,10.0,4.0,Yes,S005,22,4.5,Sunny,Friday,May
O0100063-4,2025-05-23,22:26:00,Norwich City Centre,Dine-in,C19849,Loyal,drinks,House Sangria,1,8.0,0.0,8.0,1.6,6.4,Card,7.0,2.0,Yes,S003,24,4.4,Sunny,Friday,May
O0100064,2026-05-22,15:32:00,Norwich City Centre,Delivery,C16816,New,desserts,Crema Catalana,1,6.5,0.1,5.85,1.43,4.42,Cash,,,No,S005,4,4.8,Sunny,Friday,May
O0100064-2,2025-05-16,15:32:00,Norwich City Centre,Delivery,C16816,New,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Card,,,No,S002,21,4.1,Sunny,Friday,May
O0100064-3,2025-05-02,15:32:00,Norwich City Centre,Delivery,C16816,New,desserts,Churros,1,6.0,0.05,5.7,1.2,4.5,Card,,,No,S006,6,4.7,Sunny,Friday,May
O0100065,2025-05-02,13:28:00,Norwich Riverside,Dine-in,C18646,Returning,mains,Seafood Paella,1,22.0,0.05,20.9,6.82,14.08,Online,18.0,2.0,No,S006,17,4.6,Sunny,Friday,May
O0100065-2,2025-05-02,13:28:00,Norwich Riverside,Dine-in,C18646,Returning,mains,Black Rice with Squid,1,21.0,0.15,17.85,6.3,11.55,Online,23.0,6.0,No,S001,21,4.5,Sunny,Friday,May
O0100066,2025-05-02,20:36:00,Norwich Riverside,Dine-in,C15017,Returning,desserts,Crema Catalana,2,6.5,0.0,13.0,2.86,10.14,Card,22.0,2.0,No,S004,11,4.8,Sunny,Friday,May
O0100067,2025-05-30,22:31:00,Norwich City Centre,Dine-in,C17340,New,tapas,Patatas Bravas,1,7.5,0.0,7.5,1.88,5.62,Card,26.0,6.0,Yes,S003,10,3.5,Sunny,Friday,May
O0100067-2,2026-05-15,22:31:00,Norwich City Centre,Dine-in,C17340,New,desserts,Crema Catalana,1,6.5,0.0,6.5,1.43,5.07,Contactless,13.0,4.0,Yes,S003,7,4.2,Sunny,Friday,May
O0100067-3,2025-05-09,22:31:00,Norwich City Centre,Dine-in,C17340,New,drinks,House Sangria,4,8.0,0.0,32.0,6.4,25.6,Card,14.0,2.0,No,S002,14,4.3,Sunny,Friday,May
O0100067-4,2026-05-08,22:31:00,Norwich City Centre,Dine-in,C17340,New,mains,Vegetable Paella,1,17.5,0.0,17.5,4.73,12.77,Card,14.0,2.0,Yes,S001,16,4.2,Sunny,Friday,May
O0100068,2025-05-02,20:45:00,Norwich Riverside,Dine-in,C11086,New,tapas,Croquetas,2,8.5,0.0,17.0,4.76,12.24,Card,12.0,4.0,No,S006,16,4.5,Sunny,Friday,May
O0100068-2,2025-05-02,20:45:00,Norwich Riverside,Dine-in,C11086,New,mains,Chicken & Chorizo Paella,1,19.5,0.05,18.52,5.65,12.87,Contactless,26.0,2.0,No,S006,18,4.5,Sunny,Friday,May
O0100069,2025-05-02,22:58:00,Norwich Riverside,Delivery,C17370,Returning,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Cash,,,No,S001,19,4.3,Sunny,Friday,May
O0100069-2,2025-05-02,22:58:00,Norwich Riverside,Delivery,C17370,Returning,mains,Black Rice with Squid,1,21.0,0.0,21.0,6.3,14.7,Card,,,No,S002,22,4.6,Sunny,Friday,May
O0100069-3,2025-05-02,22:58:00,Norwich Riverside,Delivery,C17370,Returning,drinks,House Sangria,1,8.0,0.0,8.0,1.6,6.4,Online,,,No,S005,10,4.7,Sunny,Friday,May
O0100070,2025-05-02,19:30:00,Norwich Riverside,Dine-in,C17259,Returning,drinks,Coffee,1,3.0,0.0,3.0,0.45,2.55,Card,28.0,2.0,Yes,S006,15,4.4,Sunny,Friday,May
O0100070-2,2025-05-02,19:30:00,Norwich Riverside,Dine-in,C17259,Returning,desserts,Churros,1,6.0,0.0,6.0,1.2,4.8,Card,6.0,2.0,Yes,S001,29,3.9,Sunny,Friday,May
O0100071,2025-05-02,21:51:00,Norwich Riverside,Dine-in,C14291,New,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Contactless,21.0,2.0,No,S005,15,3.6,Sunny,Friday,May
O0100071-2,2025-05-02,21:51:00,Norwich Riverside,Dine-in,C14291,New,desserts,Basque Cheesecake,1,7.0,0.0,7.0,1.75,5.25,Card,30.0,4.0,No,S001,16,4.8,Sunny,Friday,May
O0100071-3,2025-05-02,21:51:00,Norwich Riverside,Dine-in,C14291,New,mains,Black Rice with Squid,1,21.0,0.0,21.0,6.3,14.7,Card,29.0,2.0,Yes,S001,18,3.8,Sunny,Friday,May
O0100072,2025-05-16,19:19:00,Norwich City Centre,Dine-in,C10897,New,desserts,Churros,2,6.0,0.0,12.0,2.4,9.6,Online,30.0,4.0,Yes,S003,20,4.4,Sunny,Friday,May
O0100072-2,2025-05-09,19:19:00,Norwich City Centre,Dine-in,C10897,New,tapas,Garlic Prawns,2,10.5,0.05,19.95,6.93,13.02,Card,23.0,6.0,Yes,S002,27,4.3,Sunny,Friday,May
O0100073,2025-05-02,21:44:00,Norwich Riverside,Dine-in,C17991,Returning,mains,Black Rice with Squid,1,21.0,0.0,21.0,6.3,14.7,Cash,9.0,2.0,Yes,S001,19,4.5,Sunny,Friday,May
O0100073-2,2025-05-02,21:44:00,Norwich Riverside,Dine-in,C17991,Returning,mains,Black Rice with Squid,1,21.0,0.1,18.9,6.3,12.6,Contactless,28.0,2.0,No,S003,13,4.4,Sunny,Friday,May
O0100073-3,2025-05-02,21:44:00,Norwich Riverside,Dine-in,C17991,Returning,mains,Black Rice with Squid,1,21.0,0.0,21.0,6.3,14.7,Contactless,11.0,2.0,No,S003,18,5.0,Sunny,Friday,May
O0100073-4,2025-05-02,21:44:00,Norwich Riverside,Dine-in,C17991,Returning,drinks,Coffee,1,3.0,0.0,3.0,0.45,2.55,Card,17.0,6.0,No,S002,17,4.2,Sunny,Friday,May
O0100074,2025-05-02,14:03:00,Norwich Riverside,Takeaway,C13369,Returning,tapas,Spanish Omelette,1,7.0,0.0,7.0,1.68,5.32,Online,,,No,S002,9,4.0,Sunny,Friday,May
O0100075,2025-05-02,20:11:00,Norwich City Centre,Dine-in,C14909,New,drinks,Soft Drink,1,3.2,0.1,2.88,0.58,2.3,Online,8.0,6.0,Yes,S003,34,3.4,Sunny,Friday,May
O0100076,2025-05-23,19:44:00,Norwich City Centre,Dine-in,C14161,New,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Card,22.0,2.0,No,S005,30,4.3,Sunny,Friday,May
O0100076-2,2025-05-23,19:44:00,Norwich City Centre,Dine-in,C14161,New,desserts,Basque Cheesecake,2,7.0,0.0,14.0,3.5,10.5,Card,26.0,2.0,No,S002,22,3.9,Sunny,Friday,May
O0100076-3,2026-05-08,19:44:00,Norwich City Centre,Dine-in,C14161,New,mains,Vegetable Paella,1,17.5,0.0,17.5,4.73,12.77,Contactless,12.0,2.0,No,S006,16,4.0,Sunny,Friday,May
O0100076-4,2025-05-23,19:44:00,Norwich City Centre,Dine-in,C14161,New,tapas,Garlic Prawns,1,10.5,0.1,9.45,3.47,5.98,Contactless,9.0,6.0,No,S004,21,4.1,Sunny,Friday,May
O0100077,2025-05-02,15:26:00,Norwich Riverside,Dine-in,C15619,New,tapas,Patatas Bravas,2,7.5,0.0,15.0,3.75,11.25,Card,22.0,4.0,No,S001,13,3.9,Sunny,Friday,May
O0100077-2,2025-05-02,15:26:00,Norwich Riverside,Dine-in,C15619,New,mains,Vegetable Paella,1,17.5,0.1,15.75,4.73,11.02,Card,23.0,2.0,Yes,S004,10,5.0,Sunny,Friday,May
O0100077-3,2025-05-02,15:26:00,Norwich Riverside,Dine-in,C15619,New,mains,Chicken & Chorizo Paella,1,19.5,0.05,18.52,5.65,12.87,Contactless,27.0,2.0,Yes,S002,25,3.9,Sunny,Friday,May
O0100077-4,2025-05-02,15:26:00,Norwich Riverside,Dine-in,C15619,New,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Contactless,3.0,2.0,Yes,S005,24,3.8,Sunny,Friday,May
O0100078,2025-05-23,19:05:00,Norwich City Centre,Dine-in,C13246,Returning,tapas,Spanish Omelette,3,7.0,0.0,21.0,5.04,15.96,Card,27.0,2.0,Yes,S001,20,4.7,Sunny,Friday,May
O0100078-2,2025-05-09,19:05:00,Norwich City Centre,Dine-in,C13246,Returning,tapas,Garlic Prawns,2,10.5,0.0,21.0,6.93,14.07,Card,29.0,2.0,Yes,S001,18,3.1,Sunny,Friday,May
O0100078-3,2025-05-23,19:05:00,Norwich City Centre,Dine-in,C13246,Returning,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Cash,18.0,4.0,Yes,S001,24,4.4,Sunny,Friday,May
O0100079,2025-05-02,20:41:00,Norwich Riverside,Dine-in,C16533,New,desserts,Crema Catalana,1,6.5,0.0,6.5,1.43,5.07,Card,1.0,6.0,No,S001,14,4.3,Sunny,Friday,May
O0100080,2025-05-02,20:46:00,Norwich Riverside,Dine-in,C14262,Returning,tapas,Garlic Prawns,1,10.5,0.05,9.97,3.47,6.5,Contactless,30.0,2.0,Yes,S005,18,4.6,Sunny,Friday,May
O0100080-2,2025-05-02,20:46:00,Norwich Riverside,Dine-in,C14262,Returning,tapas,Croquetas,1,8.5,0.0,8.5,2.38,6.12,Card,8.0,2.0,Yes,S003,18,3.3,Sunny,Friday,May
O0100080-3,2025-05-02,20:46:00,Norwich Riverside,Dine-in,C14262,Returning,drinks,Spanish Lager,1,5.5,0.0,5.5,1.32,4.18,Card,19.0,6.0,Yes,S002,19,4.3,Sunny,Friday,May
O0100081,2025-05-02,21:45:00,Norwich Riverside,Dine-in,C11066,Returning,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Contactless,10.0,8.0,Yes,S004,13,5.0,Sunny,Friday,May
O0100081-2,2025-05-02,21:45:00,Norwich Riverside,Dine-in,C11066,Returning,tapas,Patatas Bravas,2,7.5,0.1,13.5,3.75,9.75,Card,24.0,4.0,Yes,S004,18,4.5,Sunny,Friday,May
O0100081-3,2025-05-02,21:45:00,Norwich Riverside,Dine-in,C11066,Returning,desserts,Basque Cheesecake,2,7.0,0.0,14.0,3.5,10.5,Card,6.0,4.0,Yes,S004,24,4.1,Sunny,Friday,May
O0100081-4,2025-05-02,21:45:00,Norwich Riverside,Dine-in,C11066,Returning,drinks,Sparkling Water,1,2.8,0.05,2.66,0.45,2.21,Contactless,4.0,2.0,No,S006,5,4.7,Sunny,Friday,May
O0100082,2025-05-02,18:53:00,Norwich Riverside,Takeaway,C17182,Returning,desserts,Crema Catalana,1,6.5,0.0,6.5,1.43,5.07,Online,,,No,S006,19,4.3,Sunny,Friday,May
O0100082-2,2025-05-02,18:53:00,Norwich Riverside,Takeaway,C17182,Returning,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Card,,,No,S002,9,4.0,Sunny,Friday,May
O0100083,2025-05-02,20:20:00,Norwich City Centre,Dine-in,C16572,Returning,drinks,Sparkling Water,2,2.8,0.0,5.6,0.9,4.7,Contactless,19.0,2.0,Yes,S002,15,3.4,Sunny,Friday,May
O0100083-2,2026-05-01,20:20:00,Norwich City Centre,Dine-in,C16572,Returning,tapas,Patatas Bravas,1,7.5,0.05,7.12,1.88,5.24,Online,27.0,4.0,No,S005,14,4.7,Sunny,Friday,May
O0100083-3,2025-05-16,20:20:00,Norwich City Centre,Dine-in,C16572,Returning,desserts,Churros,1,6.0,0.0,6.0,1.2,4.8,Contactless,16.0,2.0,Yes,S006,30,4.0,Sunny,Friday,May
O0100084,2026-05-01,21:14:00,Norwich City Centre,Dine-in,C18553,Returning,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Contactless,28.0,2.0,Yes,S006,17,4.4,Sunny,Friday,May
O0100084-2,2026-05-22,21:14:00,Norwich City Centre,Dine-in,C18553,Returning,tapas,Spanish Omelette,2,7.0,0.0,14.0,3.36,10.64,Card,7.0,2.0,No,S006,22,4.6,Sunny,Friday,May
O0100084-3,2025-05-30,21:14:00,Norwich City Centre,Dine-in,C18553,Returning,drinks,House Sangria,3,8.0,0.0,24.0,4.8,19.2,Card,24.0,4.0,Yes,S004,6,3.7,Sunny,Friday,May
O0100084-4,2026-05-08,21:14:00,Norwich City Centre,Dine-in,C18553,Returning,drinks,Spanish Lager,1,5.5,0.0,5.5,1.32,4.18,Contactless,5.0,2.0,Yes,S002,25,4.5,Sunny,Friday,May
O0100085,2025-05-16,21:02:00,Norwich City Centre,Delivery,C19023,Returning,tapas,Spanish Omelette,2,7.0,0.0,14.0,3.36,10.64,Contactless,,,No,S004,23,3.9,Sunny,Friday,May
O0100085-2,2025-05-09,21:02:00,Norwich City Centre,Delivery,C19023,Returning,tapas,Croquetas,1,8.5,0.0,8.5,2.38,6.12,Card,,,No,S001,18,4.9,Sunny,Friday,May
O0100085-3,2025-05-23,21:02:00,Norwich City Centre,Delivery,C19023,Returning,tapas,Garlic Prawns,3,10.5,0.0,31.5,10.4,21.1,Contactless,,,No,S003,17,4.0,Sunny,Friday,May
O0100086,2026-05-29,22:19:00,Norwich City Centre,Dine-in,C12851,Returning,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Contactless,14.0,4.0,No,S002,27,4.4,Sunny,Friday,May
O0100087,2025-05-03,20:23:00,Norwich Riverside,Dine-in,C16402,Returning,tapas,Garlic Prawns,2,10.5,0.05,19.95,6.93,13.02,Card,28.0,6.0,Yes,S001,10,5.0,Cloudy,Saturday,May
O0100087-2,2025-05-03,20:23:00,Norwich Riverside,Dine-in,C16402,Returning,mains,Vegetable Paella,1,17.5,0.0,17.5,4.73,12.77,Online,14.0,2.0,Yes,S005,24,4.4,Cloudy,Saturday,May
O0100087-3,2025-05-03,20:23:00,Norwich Riverside,Dine-in,C16402,Returning,mains,Vegetable Paella,1,17.5,0.0,17.5,4.73,12.77,Card,22.0,2.0,Yes,S006,24,4.5,Cloudy,Saturday,May
O0100088,2025-05-03,21:29:00,Norwich Riverside,Dine-in,C10315,New,mains,Black Rice with Squid,1,21.0,0.0,21.0,6.3,14.7,Card,20.0,6.0,No,S001,8,4.6,Cloudy,Saturday,May
O0100088-2,2025-05-03,21:29:00,Norwich Riverside,Dine-in,C10315,New,mains,Chicken & Chorizo Paella,1,19.5,0.1,17.55,5.65,11.9,Online,17.0,6.0,No,S005,28,4.9,Cloudy,Saturday,May
O0100088-3,2025-05-03,21:29:00,Norwich Riverside,Dine-in,C10315,New,tapas,Patatas Bravas,1,7.5,0.0,7.5,1.88,5.62,Online,13.0,2.0,Yes,S004,24,4.9,Cloudy,Saturday,May
O0100089,2026-05-16,19:37:00,Norwich City Centre,Dine-in,C16150,Returning,desserts,Crema Catalana,1,6.5,0.0,6.5,1.43,5.07,Contactless,9.0,2.0,No,S006,29,4.3,Cloudy,Saturday,May
O0100089-2,2025-05-10,19:37:00,Norwich City Centre,Dine-in,C16150,Returning,drinks,House Sangria,1,8.0,0.05,7.6,1.6,6.0,Contactless,30.0,4.0,Yes,S004,28,4.4,Cloudy,Saturday,May
O0100090,2025-05-31,12:41:00,Norwich City Centre,Takeaway,C13965,Returning,tapas,Spanish Omelette,2,7.0,0.0,14.0,3.36,10.64,Contactless,,,No,S005,7,3.8,Cloudy,Saturday,May
O0100090-2,2026-05-30,12:41:00,Norwich City Centre,Takeaway,C13965,Returning,tapas,Croquetas,1,8.5,0.0,8.5,2.38,6.12,Contactless,,,No,S003,13,4.8,Cloudy,Saturday,May
O0100091,2025-05-03,21:34:00,Norwich Riverside,Dine-in,C18535,New,mains,Black Rice with Squid,1,21.0,0.0,21.0,6.3,14.7,Card,23.0,4.0,Yes,S001,21,3.9,Cloudy,Saturday,May
O0100091-2,2025-05-03,21:34:00,Norwich Riverside,Dine-in,C18535,New,drinks,Coffee,3,3.0,0.0,9.0,1.35,7.65,Contactless,25.0,2.0,Yes,S005,24,4.0,Cloudy,Saturday,May
O0100091-3,2025-05-03,21:34:00,Norwich Riverside,Dine-in,C18535,New,tapas,Spanish Omelette,2,7.0,0.0,14.0,3.36,10.64,Online,25.0,6.0,Yes,S001,17,4.5,Cloudy,Saturday,May
O0100092,2025-05-17,21:14:00,Norwich City Centre,Dine-in,C19614,Returning,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Contactless,16.0,4.0,Yes,S004,16,4.2,Cloudy,Saturday,May
O0100092-2,2026-05-16,21:14:00,Norwich City Centre,Dine-in,C19614,Returning,drinks,Spanish Lager,1,5.5,0.1,4.95,1.32,3.63,Card,5.0,2.0,Yes,S004,25,4.9,Cloudy,Saturday,May
